Date,Close,Volume,Market_Sentiment,GDP_Growth,Inflation,Interest_Rates,Close_lag_1,Close_lag_2,Close_lag_3,Close_roll_mean_7,Close_roll_std_7,Close_target
2015-01-07,30.04,0.5855784848045787,-0.7323132003509216,-1.5116809955219557,0.05418911609897715,-1.499154186857495,-0.34646928793078313,0.9250342282308299,-0.9203517258462174,-1.102059316808528,-0.35103292184267193,68.16
2015-01-08,68.16,0.9239049068657891,1.3536233473705974,1.2615690883609298,0.028204844755728185,1.7500819809527692,-1.7288185009406138,-0.34714774928020464,0.9257500052845078,-1.2792531607522235,-0.38574038255588167,52.31
2015-01-09,52.31,-0.6306722389885554,-0.10653223603446595,0.34863583093364475,-1.5395128596202794,-1.5931080037580325,-0.6305452204084182,-1.7296911531528985,-0.3465789274257876,-1.2718045148552406,-0.39671450781578854,112.64
2015-01-10,112.64,1.0818940342319874,-1.653601842261259,0.7275892585449704,-1.591481402306777,0.5756592696960473,-1.0871987224135415,-0.6312635884253643,-1.7292820348196711,-1.142344950955584,-0.10397051692241058,124.06
2015-01-11,124.06,-0.37487539164625183,1.6491310249644793,-1.6494822419260744,0.19277189659630392,-0.17597126550825473,0.6509656798558019,-1.0879812406008997,-0.6307275860106916,-0.45046016658100224,0.41410696923072293,65.71
2015-01-12,65.71,-0.3152457908568703,0.29327226894549185,1.6232973601717409,-0.19699217355242746,1.609151255601962,0.9799866888714808,0.6504273370489464,-1.0874979956020432,-1.0427848811494465,-0.11108031072047772,94.53
2015-01-13,94.53,1.3055136591703043,1.5795998067070953,1.1409929977573263,1.1974970552019224,-0.864965922778865,-0.701132039330346,0.9794945665659569,0.6511113930822628,-0.8695776364182197,-0.0054581961487713375,58.06
2015-01-14,58.06,1.3401740112774925,0.1889754415594159,-0.9949263215065114,-1.1584102132526313,0.13720812416020436,0.1291994387635127,-0.7018603233042326,0.9802166345670097,-0.5756183997514149,-0.7595503771796246,78.22
2015-01-15,78.22,-1.5917468978651863,0.6235455556680657,-1.0982772563096002,-1.6261270974311084,-0.03504054015744833,-0.9215357800457522,0.12858779882188334,-0.7013324758213423,-0.4700784311265742,-0.8403586277874847,132.46
2015-01-16,132.46,-0.9886912591126558,-0.6627819820935377,-1.0810521005090852,-0.15368505464701301,0.7400784492719883,-0.3407070986310339,-0.9222950260892702,0.12921157493088242,0.3707792711876467,-0.6441149312561596,92.49
2015-01-17,92.49,1.5364792094805924,0.032530200480302,-0.66764836129673,-0.8899060760390608,-1.4913247021157834,1.221998639460947,-0.34138475051458267,-0.921792641964802,0.15938460242118832,-0.7890220320033866,88.76
2015-01-18,88.76,-0.4676823643034096,0.6756939693611037,0.09025849392592189,-1.5395128596202794,-1.0528735565799405,0.07042510790607076,1.2215405147220768,-0.3408152629514487,-0.2109494823160778,-1.3092368412422726,70.16
2015-01-19,70.16,-0.6834387451815882,-0.9409068551230736,-0.23701946628385956,0.7990715612721078,-0.9745787091628259,-0.03703972253425135,0.06980521141253979,1.2222905424892405,-0.16426430732795308,-1.3929906942315178,109.06
2015-01-20,109.06,-1.1224353839600945,1.2145609108558293,-0.7193238286982742,-1.3229772650932066,0.8653502051393718,-0.5729233274109263,-0.03767471556630836,0.07042219729262625,-0.0118293427038023,-1.2145371405365397,102.91
2015-01-21,102.91,0.6677976683105854,-0.9061412459943816,0.38308614253467443,0.391984643561211,-1.0685325260633636,0.5478224913902915,-0.5736336007691453,-0.03707014515379252,0.4586942748731504,-1.784112066279927,112.02
2015-01-22,112.02,1.5391347787465162,0.7799907967471796,-1.2360785027137187,-0.742661871760651,0.28596833425272244,0.37063517042300365,0.5472696591443145,-0.5730909412673033,0.813291783771723,-1.9217109778314403,71.21
2015-01-23,71.21,-1.411099211957274,0.9885844515193315,-0.7193238286982742,-1.1151030943472167,-0.9745787091628259,0.6331028930265793,0.37005744710144084,0.547941798991598,0.1707149370250485,-2.3118881742185495,45.46
2015-01-24,45.46,1.441120131295144,-0.08914943147011994,-0.460946491690552,-0.3962049205173345,1.3038013506752146,-0.5426718335872431,0.6325620408755184,0.370709116405679,-0.32267917077080677,-1.2665269055642439,59.15
2015-01-25,59.15,-0.5681111656328942,1.6317482204001332,-0.15089368728128502,1.0675756984856783,1.5856628013768281,-1.2845537059299512,-0.5433778572496304,0.6332440332118123,-0.633319177826627,-1.0099525693069722,38.55
2015-01-26,38.55,0.9036949901147321,1.3362405428062514,0.9859665955526924,-0.3528978016119201,0.09023121570993546,-0.8901318483621192,-1.2853639483234498,-0.5428317027770246,-0.9649412860007063,-0.3801719471919056,61.06
2015-01-27,61.06,-1.40813325147845,-1.653601842261259,-1.0293766331075411,0.8856857990829371,-0.4891506551767142,-1.483637346236286,-0.8908866828166309,-1.284903503848148,-1.4685117128389178,-0.8158393325820061,89.09
2015-01-28,89.09,0.9029362560387538,-0.8366100277369976,0.05580818232489222,-1.279670146187792,-0.9119428312291339,-0.8351029405495144,-1.4844755556756866,-0.8903806705796555,-1.6134980315660856,-1.1376260885011988,146.41
2015-01-29,146.41,-0.82570138442751,0.8669048195689096,0.31418551933261507,0.9636386131126832,-1.5617900647911869,-0.02753211018966523,-0.8358500446049416,-1.4840381114365544,-1.252710802837626,0.3656298378346834,126.46
2015-01-30,126.46,-1.0627023194330796,-0.9061412459943816,-1.5633564629235002,-0.8899060760390608,-0.7866710753617503,1.6239113431184526,-0.02816576760303227,-0.8353376748497197,-0.673080259445727,1.0810982227967285,93.03
2015-01-31,93.03,1.5876247837840352,-0.8018444186083057,0.38308614253467443,0.6345045094315325,0.5678297849543356,1.0491329604684707,1.623509678624204,-0.02756009877113351,-0.17402098434794272,0.6697610873957844,61.19
2015-02-01,61.19,0.8377196134171688,-0.5063367410144238,-1.1327275679106297,0.2447404392828011,0.1450376089019157,0.08598301901539376,1.0486505517534195,1.624306139574373,-0.152619241207319,0.6359575302647577,91.65
2015-02-02,91.65,-0.12121679488170523,0.2585066598167999,-1.4944558397214411,1.5093083113209067,1.5934922861185394,-0.8313575175046775,0.0853653080797191,1.0493806082590753,0.4044555434824522,-0.29736219537865405,121.68
2015-02-03,121.68,1.654082991257221,-1.3580941646673774,1.5543967369696816,-0.3702206491740859,-0.34039044508419614,0.046223912847124474,-0.8321040954072875,0.08598409137334125,1.0404230283768738,-0.6919329884688352,132.14
2015-02-04,132.14,1.180322536633893,-0.29774308624227186,1.6060722043712263,-1.4875443169337819,0.7087605103051423,0.9114166362044656,0.045600616596928115,-0.8315912929413996,1.492062754947393,-0.5787223165438407,112.14
2015-02-05,112.14,-1.5023887164624752,1.5969826112714414,1.072092374555267,-1.6434499449932745,-0.011552085932313692,1.2127791365813476,0.9109148812550565,0.046214806500403494,1.13253445228603,-1.1964509002277348,60.43
2015-02-06,60.43,0.26253020800056676,-0.14129784516315794,-0.66764836129673,1.1541899362965071,0.07457224622651248,0.636560206606429,1.2123197166970812,0.9116290273223778,0.4398103838667168,-0.7780906914339174,112.46
2015-02-07,112.46,-0.0172012506475961,-1.740515865082989,-1.3738797491178374,0.10615765878547469,-0.7945005601034618,-0.8532538368437244,0.6360198401348917,1.2130686793302978,0.6436514962306007,-0.694217339915852,149.25
2015-02-08,149.25,0.8060252217888048,-0.4541883273213858,0.6414634795423966,0.9723000368937659,-0.12899435705798615,0.6457797094860275,-0.8540034907166507,0.6367022318964158,1.5674934084675336,-0.6859443598617605,69.45
2015-02-09,69.45,1.4678137756045606,-0.36727430449965587,-0.20256915468282988,-0.8985674998201437,-0.07418796386600558,1.7057344311748912,0.6452406381598865,-0.853493217943887,1.334592086054861,-0.19582622413388429,144.71
